BIC_Code,BIC_Description,ANZSIC_Code,ANZSIC_Description
J552220,Audio service (including sound engineering),5522,Music and Other Sound Recording Activities
J561010,Radio service,5610,Radio Broadcasting
J561020,Radio station operation,5610,Radio Broadcasting
J562110,Free-to-air television service,5621,Free-to-Air Television Broadcasting
J562120,Television station operation (free-to-air),5621,Free-to-Air Television Broadcasting
J562205,Cable broadcasting network operation,5622,Cable and Other Subscription Broadcasting
J562210,Pay TV operation,5622,Cable and Other Subscription Broadcasting
J562220,Subscription television broadcasting service,5622,Cable and Other Subscription Broadcasting
J570005,Internet news website operation (excluding web search portal),5700,Internet Publishing and Broadcasting
J570010,Internet publishing and broadcasting,5700,Internet Publishing and Broadcasting
J570015,Digital content creation - own account,5700,Internet Publishing and Broadcasting
J580110,"Communication service (wired) - including telephone, telex service",5801,Wired Telecommunications Network Operation
J580210,"Communication service (wireless) - including telephone service, except radio and TV broadcasting",5802,Other Telecommunications Network Operation
J580220,Television relay station operation,5802,Other Telecommunications Network Operation
J580910,Telecommunications services nec,5809,Other Telecommunications Services
J591010,Internet cafe (mainly internet service operation),5910,Internet Service Providers and Web Search Portals
J591020,Internet service provider,5910,Internet Service Providers and Web Search Portals
J592105,Application hosting,5921,Data Processing and Web Hosting Services
J592110,Computer time sharing service,5921,Data Processing and Web Hosting Services
J592115,Cryptocurrency mining or blockchain services,5921,Data Processing and Web Hosting Services
J592120,Data entry service,5921,Data Processing and Web Hosting Services
J592130,Data processing service,5921,Data Processing and Web Hosting Services
J592135,GPS data recording and analysis service,5921,Data Processing and Web Hosting Services
J592140,Microfiche production service,5921,Data Processing and Web Hosting Services
J592150,Web hosting,5921,Data Processing and Web Hosting Services
J592205,Digital wallet service provider,5922,Electronic Information Storage Services
J592210,Information storage and retrieval service - except library,5922,Electronic Information Storage Services
J601010,Archival service,6010,Libraries and Archives
J601020,Film archive service,6010,Libraries and Archives
J601030,Library service,6010,Libraries and Archives
J601040,Photographic archive service,6010,Libraries and Archives
J601050,Sound archive service,6010,Libraries and Archives
J602010,News collection for radio broadcasting,6020,Other Information Services
J602020,News collection for television broadcasting,6020,Other Information Services
J602030,News collection service nec,6020,Other Information Services
J602040,Telephone-based recorded information service,6020,Other Information Services
K621010,Central bank operation,6210,Central Banking
K621020,Financial regulatory service,6210,Central Banking
K622110,Bank operation,6221,Banking
K622120,Trading bank operation,6221,Banking
K622210,Building society,6222,Building Society Operation
K622220,Permanent building society operation,6222,Building Society Operation
K622310,Credit union,6223,Credit Union Operation
K622905,Merchant banking operation,6229,Other Depository Financial Intermediation
K622910,Money market dealing,6229,Other Depository Financial Intermediation
K623010,Finance company operation,6230,Non-Depository Financing
K623020,Financing nec,6230,Non-Depository Financing
K623030,Non-depository financing,6230,Non-Depository Financing
K624010,Financial asset investing,6240,Financial Asset Investing
K624020,Friendly society operation,6240,Financial Asset Investing
K624030,Holding company operation - passive investment in subsidiary companies,6240,Financial Asset Investing
K624040,Investment - financial assets,6240,Financial Asset Investing
K624050,Investment company operation,6240,Financial Asset Investing
K624060,Investment operation - own account,6240,Financial Asset Investing
K624070,"Unit trust operation (investment type, in predominantly financial assets)",6240,Financial Asset Investing
K631010,Life insurance provision,6310,Life Insurance
K632110,Dental insurance provision,6321,Health Insurance
K632120,Funeral benefit provision,6321,Health Insurance
K632130,Health insurance,6321,Health Insurance
K632210,Accident insurance provision,6322,General Insurance
K632220,Fire insurance provision,6322,General Insurance
K632230,General insurance,6322,General Insurance
K632240,Household insurance,6322,General Insurance
K632250,"Insurance - accident, house, marine and general",6322,General Insurance
K632260,Motor vehicle insurance,6322,General Insurance
K632270,Third party insurance,6322,General Insurance
K632280,Travel insurance provision,6322,General Insurance
K632290,Workers' compensation insurance,6322,General Insurance
K633010,Pension fund separately constituted - operation,6330,Superannuation Funds
K633020,Superannuation fund operation - separately constituted,6330,Superannuation Funds
K641105,Asset trading of mortgages,6411,Financial Asset Broking Services
K641110,Commodity futures broking or dealing,6411,Financial Asset Broking Services
K641120,Financial asset broking service,6411,Financial Asset Broking Services
K641130,Stockbroking or trading,6411,Financial Asset Broking Services
K641905,Credit card administration service,6419,Other Auxiliary Finance and Investment Services
K641910,Executor service,6419,Other Auxiliary Finance and Investment Services
K641915,Financial service nec,6419,Other Auxiliary Finance and Investment Services
K641920,Fund raising nec - on a commission or fee basis,6419,Other Auxiliary Finance and Investment Services
K641925,Money changing service (non-bank),6419,Other Auxiliary Finance and Investment Services
K641930,Mortgage broking service,6419,Other Auxiliary Finance and Investment Services
K641935,Nominee service,6419,Other Auxiliary Finance and Investment Services
K641940,Portfolio investment management service,6419,Other Auxiliary Finance and Investment Services
K641945,Service to finance and investment nec,6419,Other Auxiliary Finance and Investment Services
K641950,Share registry operation,6419,Other Auxiliary Finance and Investment Services
K641955,Superannuation fund management service - on a fee or commission basis,6419,Other Auxiliary Finance and Investment Services
K641960,Terminating building society operation,6419,Other Auxiliary Finance and Investment Services
K641965,Trustee service,6419,Other Auxiliary Finance and Investment Services
K641970,Valuation service - securities,6419,Other Auxiliary Finance and Investment Services
K642010,Actuarial service,6420,Auxiliary Insurance Services
K642020,Claim assessment service,6420,Auxiliary Insurance Services
K642030,Insurance agency service,6420,Auxiliary Insurance Services
K642040,Insurance broking service,6420,Auxiliary Insurance Services
K642050,Insurance consultant service,6420,Auxiliary Insurance Services
K642060,Service to insurance nec,6420,Auxiliary Insurance Services
L661110,"Car leasing, hiring or renting - except licensed hire cars or taxi cabs",6611,Passenger Car Rental and Hiring
L661120,Rental of motor vehicles,6611,Passenger Car Rental and Hiring
L661905,Aircraft leasing,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661910,"Bus, coach leasing",6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661915,"Campervan leasing, hiring or renting",6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661920,Caravan hiring,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661925,Container hiring,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661930,Horse trailer hiring,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661935,Other transport equipment leasing,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661940,"Rental of auxiliary transport equipment such as trailers, caravans",6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661945,Rental of boats and yachts,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661950,Ship leasing,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661955,Trailer hiring,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L661960,"Truck leasing, hiring or renting",6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L662065,Farm animal investment (not actively farming),6620,Farm Animal and Bloodstock Leasing
L662070,Holder investor farms and farm animals,6620,Farm Animal and Bloodstock Leasing
L662075,Investment - farm animals,6620,Farm Animal and Bloodstock Leasing
L662080,Racehorse leasing,6620,Farm Animal and Bloodstock Leasing
L662085,Sharemilking (non-milking participant),6620,Farm Animal and Bloodstock Leasing
L663110,Agricultural machinery leasing,6631,Heavy Machinery and Scaffolding Rental and Hiring
L663120,Construction machinery leasing,6631,Heavy Machinery and Scaffolding Rental and Hiring
L663130,Crane hiring or leasing (without operator),6631,Heavy Machinery and Scaffolding Rental and Hiring
L663210,"Rental of video tape, DVD or games",6632,Video and Other Electronic Media Rental and Hiring
L663220,"Video tape, DVD and game hiring to general public",6632,Video and Other Electronic Media Rental and Hiring
L663903,Amusement machine hiring - including peripherals,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663907,Bicycle hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663910,Camping equipment hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663913,Costume hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663917,Domestic appliance hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663920,Fishing tackle hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663922,"Function equipment renting, leasing or hiring",6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663923,Furniture hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663925,Goods and equipment rental and hiring nec,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663927,Hobby equipment hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663930,Household goods hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663933,Marquee and tent hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663937,Office machinery or equipment hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663940,Personal and household goods hiring nec,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663943,Photographic equipment hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663947,Plant and equipment hiring or leasing without operator (excluding office machinery or equipment),6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663950,Plant hiring and tending (of ornamental plants),6639,Other Goods and Equipment Rental and Hiring n.e.c.
L663953,Rental of personal and household goods,6639,Other Goods and Equipment Rental and Hiring n.e.c.
